TEXT-ID	SUBCORPUS	PRS-ID	SEX	AGE	1LANG	DIALECT	EDUCATION	PERM-RESD	CHILD-RESD	UTTS	WORDS
Artur-P-G7068-P700060	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	634
Artur-P-G7068-P700062	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	188
Artur-P-G7068-P700070	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	123
Artur-P-G7068-P700073	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	475
Artur-P-G7068-P700716	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	446
Artur-P-G7068-P700748	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	407
Artur-P-G7068-P701167	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	439
Artur-P-G7068-P701169	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	301
Artur-P-G7068-P701191	Artur-P	Artur-P-G7068	ženski	-	slovenščina	-	-	-	-	1	377
Artur-P-G7070-P700112	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	435
Artur-P-G7070-P700120	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	385
Artur-P-G7070-P700194	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	1651
Artur-P-G7070-P700232	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	312
Artur-P-G7070-P700285	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	486
Artur-P-G7070-P700311	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	422
Artur-P-G7070-P700325	Artur-P	Artur-P-G7070	moški	-	slovenščina	-	-	-	-	1	278
Artur-P-G7071-P701004	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	608
Artur-P-G7071-P701012	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	712
Artur-P-G7071-P701273	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	433
Artur-P-G7071-P701275	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	295
Artur-P-G7071-P701398	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	2	255
Artur-P-G7071-P701428	Artur-P	Artur-P-G7071	ženski	-	slovenščina	-	-	-	-	1	626
Artur-P-G7073-P700167	Artur-P	Artur-P-G7073	moški	-	slovenščina	-	-	-	-	1	599
Artur-P-G7076-P700196	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	355
Artur-P-G7076-P700432	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	317
Artur-P-G7076-P700628	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	297
Artur-P-G7076-P700870	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	768
Artur-P-G7076-P701060	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	985
Artur-P-G7076-P701100	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	446
Artur-P-G7076-P701102	Artur-P	Artur-P-G7076	moški	-	slovenščina	-	-	-	-	1	123
Artur-P-G7078-P700403	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	747
Artur-P-G7078-P700484	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	63
Artur-P-G7078-P700576	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	484
Artur-P-G7078-P700700	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	405
Artur-P-G7078-P700702	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	44
Artur-P-G7078-P700704	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	178
Artur-P-G7078-P700792	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	586
Artur-P-G7078-P700825	Artur-P	Artur-P-G7078	moški	-	slovenščina	-	-	-	-	1	689
Artur-P-G7079-P700381	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	1107
Artur-P-G7079-P700593	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	420
Artur-P-G7079-P700595	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	276
Artur-P-G7079-P700597	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	385
Artur-P-G7079-P700745	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	433
Artur-P-G7079-P700747	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	342
Artur-P-G7079-P700749	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	404
Artur-P-G7079-P701436	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	130
Artur-P-G7079-P701444	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	43
Artur-P-G7079-P701451	Artur-P	Artur-P-G7079	moški	-	slovenščina	-	-	-	-	1	34
Artur-P-G7080-P700019	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	169
Artur-P-G7080-P700119	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	492
Artur-P-G7080-P700129	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	422
Artur-P-G7080-P700284	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	257
Artur-P-G7080-P700937	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	642
Artur-P-G7080-P700982	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	776
Artur-P-G7080-P700991	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	157
Artur-P-G7080-P701386	Artur-P	Artur-P-G7080	ženski	-	slovenščina	-	-	-	-	1	601
Artur-P-G7083-P700155	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	537
Artur-P-G7083-P700365	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	632
Artur-P-G7083-P700390	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	217
Artur-P-G7083-P700400	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	632
Artur-P-G7083-P700418	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	177
Artur-P-G7083-P700456	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	586
Artur-P-G7083-P700916	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	585
Artur-P-G7083-P700941	Artur-P	Artur-P-G7083	ženski	-	slovenščina	-	-	-	-	1	317
Artur-P-G7085-P700024	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	197
Artur-P-G7085-P700176	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	314
Artur-P-G7085-P700184	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	691
Artur-P-G7085-P700300	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	490
Artur-P-G7085-P700302	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	78
Artur-P-G7085-P701065	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	519
Artur-P-G7085-P701092	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	552
Artur-P-G7085-P701112	Artur-P	Artur-P-G7085	moški	-	slovenščina	-	-	-	-	1	642
Artur-P-G7087-P700267	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	1245
Artur-P-G7087-P700273	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	303
Artur-P-G7087-P700414	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	1005
Artur-P-G7087-P700417	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	181
Artur-P-G7087-P700423	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	637
Artur-P-G7087-P700714	Artur-P	Artur-P-G7087	moški	-	slovenščina	-	-	-	-	1	363
Artur-P-G7088-P700162	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	662
Artur-P-G7088-P700392	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	57
Artur-P-G7088-P700395	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	348
Artur-P-G7088-P700424	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	515
Artur-P-G7088-P700463	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	302
Artur-P-G7088-P700478	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	570
Artur-P-G7088-P700480	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	115
Artur-P-G7088-P700924	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	593
Artur-P-G7088-P700985	Artur-P	Artur-P-G7088	moški	-	slovenščina	-	-	-	-	1	505
Artur-P-G7089-P700001	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	328
Artur-P-G7089-P700003	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	313
Artur-P-G7089-P700005	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	282
Artur-P-G7089-P700986	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	810
Artur-P-G7089-P701011	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	856
Artur-P-G7089-P701115	Artur-P	Artur-P-G7089	moški	-	slovenščina	-	-	-	-	1	858
Artur-P-G7090-P705367	Artur-P	Artur-P-G7090	moški	-	slovenščina	-	-	-	-	1	1363
Artur-P-G7090-P705368	Artur-P	Artur-P-G7090	moški	-	slovenščina	-	-	-	-	1	1330
Artur-P-G7091-P700556	Artur-P	Artur-P-G7091	moški	-	slovenščina	-	-	-	-	1	403
Artur-P-G7092-P705583	Artur-P	Artur-P-G7092	ženski	-	slovenščina	-	-	-	-	1	1131
Artur-P-G7093-P708111	Artur-P	Artur-P-G7093	moški	-	slovenščina	-	-	-	-	1	645
Artur-P-G7095-P700608	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	677
Artur-P-G7095-P700610	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	223
Artur-P-G7095-P700623	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	443
Artur-P-G7095-P700625	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	197
Artur-P-G7095-P700629	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	586
Artur-P-G7095-P700647	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	497
Artur-P-G7095-P700649	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	143
Artur-P-G7095-P700663	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	660
Artur-P-G7095-P700665	Artur-P	Artur-P-G7095	moški	-	slovenščina	-	-	-	-	1	117
Artur-P-G7096-P700068	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	256
Artur-P-G7096-P700197	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	373
Artur-P-G7096-P700366	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	312
Artur-P-G7096-P700379	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	451
Artur-P-G7096-P700458	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	748
Artur-P-G7096-P700490	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	608
Artur-P-G7096-P700927	Artur-P	Artur-P-G7096	moški	-	slovenščina	-	-	-	-	1	387
Artur-P-G7097-P700072	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	138
Artur-P-G7097-P700683	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	307
Artur-P-G7097-P700850	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	393
Artur-P-G7097-P700874	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	497
Artur-P-G7097-P700910	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	448
Artur-P-G7097-P700984	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	464
Artur-P-G7097-P701477	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	596
Artur-P-G7097-P701684	Artur-P	Artur-P-G7097	moški	-	slovenščina	-	-	-	-	1	1060
Artur-P-G7098-P700117	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	2	457
Artur-P-G7098-P700181	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	482
Artur-P-G7098-P700266	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	1436
Artur-P-G7098-P700282	Artur-P	Artur-P-G7098	moški	-	slovenščina	-	-	-	-	1	969
Artur-P-G7099-P700058	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	316
Artur-P-G7099-P700118	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	371
Artur-P-G7099-P700175	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	178
Artur-P-G7099-P700836	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	370
Artur-P-G7099-P700868	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	326
Artur-P-G7099-P700999	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	1090
Artur-P-G7099-P701013	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	414
Artur-P-G7099-P701182	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	2	386
Artur-P-G7099-P701184	Artur-P	Artur-P-G7099	ženski	-	slovenščina	-	-	-	-	1	314
Artur-P-G7101-P705329	Artur-P	Artur-P-G7101	moški	-	slovenščina	-	-	-	-	1	1568
Artur-P-G7103-P700077	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	338
Artur-P-G7103-P700409	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	1906
Artur-P-G7103-P700415	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	610
Artur-P-G7103-P700420	Artur-P	Artur-P-G7103	moški	-	slovenščina	-	-	-	-	1	551
Artur-P-G7104-P700551	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	45
Artur-P-G7104-P700553	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	52
Artur-P-G7104-P700718	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	281
Artur-P-G7104-P700720	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	306
Artur-P-G7104-P700722	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	65
Artur-P-G7104-P700940	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	1597
Artur-P-G7104-P701073	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	91
Artur-P-G7104-P701199	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	370
Artur-P-G7104-P701201	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	282
Artur-P-G7104-P701203	Artur-P	Artur-P-G7104	moški	-	slovenščina	-	-	-	-	1	376
Artur-P-G7105-P700089	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	411
Artur-P-G7105-P700091	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	299
Artur-P-G7105-P700093	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	86
Artur-P-G7105-P700335	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	1084
Artur-P-G7105-P700488	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	637
Artur-P-G7105-P700723	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	426
Artur-P-G7105-P700725	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	359
Artur-P-G7105-P700727	Artur-P	Artur-P-G7105	moški	-	slovenščina	-	-	-	-	1	487
Artur-P-G7109-P700198	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	660
Artur-P-G7109-P700563	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	663
Artur-P-G7109-P700780	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	587
Artur-P-G7109-P700789	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	566
Artur-P-G7109-P701382	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	976
Artur-P-G7109-P701414	Artur-P	Artur-P-G7109	ženski	-	slovenščina	-	-	-	-	1	473
Artur-P-G7112-P700090	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	657
Artur-P-G7112-P700092	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	419
Artur-P-G7112-P700697	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	670
Artur-P-G7112-P700699	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	354
Artur-P-G7112-P701195	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	620
Artur-P-G7112-P701197	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	409
Artur-P-G7112-P701242	Artur-P	Artur-P-G7112	moški	-	slovenščina	-	-	-	-	1	629
Artur-P-G7113-P700076	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	362
Artur-P-G7113-P700160	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	146
Artur-P-G7113-P700249	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	636
Artur-P-G7113-P700346	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	6	530
Artur-P-G7113-P700922	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	803
Artur-P-G7113-P701153	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	400
Artur-P-G7113-P701155	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	267
Artur-P-G7113-P701157	Artur-P	Artur-P-G7113	moški	-	slovenščina	-	-	-	-	1	280
Artur-P-G7114-P705334	Artur-P	Artur-P-G7114	moški	-	slovenščina	-	-	-	-	1	1526
Artur-P-G7114-P705335	Artur-P	Artur-P-G7114	moški	-	slovenščina	-	-	-	-	1	2466
Artur-P-G7115-P708171	Artur-P	Artur-P-G7115	ženski	-	slovenščina	-	-	-	-	1	1212
Artur-P-G7115-P708173	Artur-P	Artur-P-G7115	ženski	-	slovenščina	-	-	-	-	1	1018
Artur-P-G7115-P708174	Artur-P	Artur-P-G7115	ženski	-	slovenščina	-	-	-	-	1	1357
Artur-P-G7116-P700074	Artur-P	Artur-P-G7116	ženski	-	slovenščina	-	-	-	-	1	364
Artur-P-G7116-P700191	Artur-P	Artur-P-G7116	ženski	-	slovenščina	-	-	-	-	1	1872
Artur-P-G7116-P700574	Artur-P	Artur-P-G7116	ženski	-	slovenščina	-	-	-	-	1	354
Artur-P-G7116-P700758	Artur-P	Artur-P-G7116	ženski	-	slovenščina	-	-	-	-	1	103
Artur-P-G7117-P700121	Artur-P	Artur-P-G7117	moški	-	slovenščina	-	-	-	-	1	708
Artur-P-G7117-P700123	Artur-P	Artur-P-G7117	moški	-	slovenščina	-	-	-	-	1	311
Artur-P-G7117-P700252	Artur-P	Artur-P-G7117	moški	-	slovenščina	-	-	-	-	1	148
Artur-P-G7117-P700274	Artur-P	Artur-P-G7117	moški	-	slovenščina	-	-	-	-	1	794
Artur-P-G7117-P700443	Artur-P	Artur-P-G7117	moški	-	slovenščina	-	-	-	-	1	770
Artur-P-G7118-P701449	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	1091
Artur-P-G7118-P701452	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	313
Artur-P-G7118-P701534	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	627
Artur-P-G7118-P701540	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	542
Artur-P-G7118-P702225	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	300
Artur-P-G7118-P702798	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	147
Artur-P-G7118-P702947	Artur-P	Artur-P-G7118	moški	-	slovenščina	-	-	-	-	1	956
Artur-P-G7119-P700125	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	396
Artur-P-G7119-P700189	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	568
Artur-P-G7119-P700258	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	1013
Artur-P-G7119-P700378	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	774
Artur-P-G7119-P700430	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	404
Artur-P-G7119-P700467	Artur-P	Artur-P-G7119	ženski	-	slovenščina	-	-	-	-	1	541
Artur-P-G7120-P700177	Artur-P	Artur-P-G7120	ženski	-	slovenščina	-	-	-	-	1	1923
Artur-P-G7120-P700215	Artur-P	Artur-P-G7120	ženski	-	slovenščina	-	-	-	-	1	96
Artur-P-G7120-P700216	Artur-P	Artur-P-G7120	ženski	-	slovenščina	-	-	-	-	1	1003
Artur-P-G7121-P700103	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	533
Artur-P-G7121-P700226	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	504
Artur-P-G7121-P700308	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	522
Artur-P-G7121-P700344	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	2	550
Artur-P-G7121-P700497	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	305
Artur-P-G7121-P700557	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	550
Artur-P-G7121-P700802	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	1	544
Artur-P-G7121-P701571	Artur-P	Artur-P-G7121	moški	-	slovenščina	-	-	-	-	2	261
Artur-P-G7122-P700115	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	5	316
Artur-P-G7122-P700180	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	650
Artur-P-G7122-P700222	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	196
Artur-P-G7122-P700294	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	158
Artur-P-G7122-P700437	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	511
Artur-P-G7122-P700473	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	184
Artur-P-G7122-P700577	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	539
Artur-P-G7122-P700773	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	197
Artur-P-G7122-P700793	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	256
Artur-P-G7122-P700841	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	1	190
Artur-P-G7122-P701171	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	2	256
Artur-P-G7122-P701537	Artur-P	Artur-P-G7122	moški	-	slovenščina	-	-	-	-	2	537
Artur-P-G7123-P700111	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	456
Artur-P-G7123-P700231	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	447
Artur-P-G7123-P700270	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	559
Artur-P-G7123-P700324	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	330
Artur-P-G7123-P700341	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	2	399
Artur-P-G7123-P700350	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	2	174
Artur-P-G7123-P700385	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	878
Artur-P-G7123-P700508	Artur-P	Artur-P-G7123	moški	-	slovenščina	-	-	-	-	1	414
Artur-P-G7124-P700104	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	470
Artur-P-G7124-P700233	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	498
Artur-P-G7124-P700312	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	337
Artur-P-G7124-P700326	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	498
Artur-P-G7124-P700333	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	1058
Artur-P-G7124-P700368	Artur-P	Artur-P-G7124	moški	-	slovenščina	-	-	-	-	1	663
Artur-P-G7125-P700085	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	270
Artur-P-G7125-P700087	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	82
Artur-P-G7125-P700157	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	312
Artur-P-G7125-P700310	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	228
Artur-P-G7125-P700318	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	421
Artur-P-G7125-P701489	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	2	666
Artur-P-G7125-P701631	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	789
Artur-P-G7125-P701698	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	1	689
Artur-P-G7125-P702622	Artur-P	Artur-P-G7125	moški	-	slovenščina	-	-	-	-	2	347
Artur-P-G7126-P700043	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	288
Artur-P-G7126-P700636	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	334
Artur-P-G7126-P700638	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	355
Artur-P-G7126-P700670	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	672
Artur-P-G7126-P701085	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	551
Artur-P-G7126-P701125	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	279
Artur-P-G7126-P701262	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	672
Artur-P-G7126-P701274	Artur-P	Artur-P-G7126	moški	-	slovenščina	-	-	-	-	1	570
Artur-P-G7129-P700321	Artur-P	Artur-P-G7129	moški	-	slovenščina	-	-	-	-	1	533
