subcorpus	case_type	doc_id	sent_id	source_start_line	source_end_line	token_count	speaker_count	top_speaker_share	has_strict_majority	speaker_token_counts	speaker_details	utterance_token_counts	unresolved_utterance_token_counts	utterance_doc_ids	crosses_utterance_doc	speaker_segments	tei_utterance_times	recommendation	text
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580004	Artur-J-Gvecg-P580004.resegsent8358	273712	273723	10	2	0.500	no	Artur-J-G4533:5; Artur-J-G4531:5	Artur-J-G4533(SEX=ženski, AGE=18 do 34 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580004.u170:5; Artur-J-Gvecg-P580004.u171:5		Artur-J-Gvecg-P580004	no	1-5:Artur-J-G4533(Artur-J-Gvecg-P580004.u170); 6-10:Artur-J-G4531(Artur-J-Gvecg-P580004.u171)	Artur-J-Gvecg-P580004.u170:Artur-J-G4533:1427.495-1429.427:trans=overlap; Artur-J-Gvecg-P580004.u171:Artur-J-G4531:1429.427-1431.234	omit sentence-level speaker_id; use suggested_speaker_segments	či… , čisto malo , Kər bo kmalu kosilo .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8546	278119	278133	13	2	0.923	yes	Artur-J-G4535:12; Artur-J-G4529:1	Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska)	Artur-J-Gvecg-P580006.u11:12; Artur-J-Gvecg-P580006.u10:1		Artur-J-Gvecg-P580006	no	1:Artur-J-G4529(Artur-J-Gvecg-P580006.u10); 2-13:Artur-J-G4535(Artur-J-Gvecg-P580006.u11)	Artur-J-Gvecg-P580006.u10:Artur-J-G4529:139.396-149.377; Artur-J-Gvecg-P580006.u11:Artur-J-G4535:149.377-156.987	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , to pa rad povem in tudi vedno znova ponavljam ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8564	278548	278560	11	2	0.818	yes	Artur-J-G4535:9; Artur-J-G4529:2	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u23:9; Artur-J-Gvecg-P580006.u24:2		Artur-J-Gvecg-P580006	no	1-9:Artur-J-G4535(Artur-J-Gvecg-P580006.u23); 10-11:Artur-J-G4529(Artur-J-Gvecg-P580006.u24)	Artur-J-Gvecg-P580006.u23:Artur-J-G4535:263.227-272.787:trans=smooth; Artur-J-Gvecg-P580006.u24:Artur-J-G4529:263.227-272.787:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	ampak bli smo pa blizu , kər tista leta Tako .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8565	278561	278587	25	2	0.880	yes	Artur-J-G4535:22; Artur-J-G4529:3	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u25:22; Artur-J-Gvecg-P580006.u26:3		Artur-J-Gvecg-P580006	no	1-22:Artur-J-G4535(Artur-J-Gvecg-P580006.u25); 23-25:Artur-J-G4529(Artur-J-Gvecg-P580006.u26)	Artur-J-Gvecg-P580006.u25:Artur-J-G4535:263.227-272.787:trans=overlap; Artur-J-Gvecg-P580006.u26:Artur-J-G4529:263.227-272.787:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	so bla pač leta usmerjenega izobraževanja , nas ni bilo tako zelo veliko v šoli , kot nas je danəs al pa Res je .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8579	278781	278792	10	2	0.700	yes	Artur-J-G4535:7; Artur-J-G4529:3	Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska)	Artur-J-Gvecg-P580006.u37:7; Artur-J-Gvecg-P580006.u36:3		Artur-J-Gvecg-P580006	no	1-3:Artur-J-G4529(Artur-J-Gvecg-P580006.u36); 4-10:Artur-J-G4535(Artur-J-Gvecg-P580006.u37)	Artur-J-Gvecg-P580006.u36:Artur-J-G4529:319.599-323.053:trans=overlap; Artur-J-Gvecg-P580006.u37:Artur-J-G4535:319.599-323.053:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	Pohlevni gimnazijci ravno Tako je , ja pa so .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8592	279139	279144	4	2	0.750	yes	Artur-J-G4529:3; Artur-J-G4535:1	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u42:3; Artur-J-Gvecg-P580006.u41:1		Artur-J-Gvecg-P580006	no	1:Artur-J-G4535(Artur-J-Gvecg-P580006.u41); 2-4:Artur-J-G4529(Artur-J-Gvecg-P580006.u42)	Artur-J-Gvecg-P580006.u41:Artur-J-G4535:366.033-409.333; Artur-J-Gvecg-P580006.u42:Artur-J-G4529:409.333-409.937	omit sentence-level speaker_id; use suggested_speaker_segments	""" Sva nazaj ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8596	279231	279271	39	2	0.897	yes	Artur-J-G4529:35; Artur-J-G4535:4	Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska)	Artur-J-Gvecg-P580006.u47:19; Artur-J-Gvecg-P580006.u48:14; Artur-J-Gvecg-P580006.u49:4; Artur-J-Gvecg-P580006.u50:2		Artur-J-Gvecg-P580006	no	1-19:Artur-J-G4529(Artur-J-Gvecg-P580006.u47); 20-33:Artur-J-G4529(Artur-J-Gvecg-P580006.u48); 34-37:Artur-J-G4535(Artur-J-Gvecg-P580006.u49); 38-39:Artur-J-G4529(Artur-J-Gvecg-P580006.u50)	Artur-J-Gvecg-P580006.u47:Artur-J-G4529:430.927-444.792; Artur-J-Gvecg-P580006.u48:Artur-J-G4529:444.792-448.413:trans=smooth; Artur-J-Gvecg-P580006.u49:Artur-J-G4535:444.792-448.413:trans=overlap; Artur-J-Gvecg-P580006.u50:Artur-J-G4529:448.413-451.375:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	pa številni športniki , glasbeniki , igralci , tudi iz mlajših generacij , Tanja Ribič , Nuška Draščək , Andreja Zakonjšək Krt , Tina Gorenjak , Leon Firšč , samo nekaj sem jih Ah , uf , omenila .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8597	279272	279299	26	2	0.885	yes	Artur-J-G4535:23; Artur-J-G4529:3	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u52:12; Artur-J-Gvecg-P580006.u51:11; Artur-J-Gvecg-P580006.u53:3		Artur-J-Gvecg-P580006	no	1-11:Artur-J-G4535(Artur-J-Gvecg-P580006.u51); 12-23:Artur-J-G4535(Artur-J-Gvecg-P580006.u52); 24-26:Artur-J-G4529(Artur-J-Gvecg-P580006.u53)	Artur-J-Gvecg-P580006.u51:Artur-J-G4535:448.413-451.375:trans=overlap; Artur-J-Gvecg-P580006.u52:Artur-J-G4535:451.375-454.431:trans=smooth; Artur-J-Gvecg-P580006.u53:Artur-J-G4529:451.375-454.431:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	res je , o… ogromno je teh ljudi , no , eni izmed njih ste tudi vi , ker greste po taki lepi Hvala lepa .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8609	279635	279648	12	2	0.833	yes	Artur-J-G4529:10; Artur-J-G4535:2	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u61:10; Artur-J-Gvecg-P580006.u60:2		Artur-J-Gvecg-P580006	no	1-2:Artur-J-G4535(Artur-J-Gvecg-P580006.u60); 3-12:Artur-J-G4529(Artur-J-Gvecg-P580006.u61)	Artur-J-Gvecg-P580006.u60:Artur-J-G4535:550.593-554.465:trans=smooth; Artur-J-Gvecg-P580006.u61:Artur-J-G4529:550.593-554.465:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	ja , Se mi je zdelo , eno vprašanje moram prečrtat .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8636	280281	280296	14	2	0.857	yes	Artur-J-G4535:12; Artur-J-G4529:2	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u74:12; Artur-J-Gvecg-P580006.u75:2		Artur-J-Gvecg-P580006	no	1-12:Artur-J-G4535(Artur-J-Gvecg-P580006.u74); 13-14:Artur-J-G4529(Artur-J-Gvecg-P580006.u75)	Artur-J-Gvecg-P580006.u74:Artur-J-G4535:742.535-747.178:trans=smooth; Artur-J-Gvecg-P580006.u75:Artur-J-G4529:742.535-747.178:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	səvəda , pomisliva , pomisliva na angleščino , pomisliva na francoščino , Angleščina …
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8641	280390	280400	9	2	0.778	yes	Artur-J-G4535:7; Artur-J-G4529:2	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u78:7; Artur-J-Gvecg-P580006.u79:2		Artur-J-Gvecg-P580006	no	1-7:Artur-J-G4535(Artur-J-Gvecg-P580006.u78); 8-9:Artur-J-G4529(Artur-J-Gvecg-P580006.u79)	Artur-J-Gvecg-P580006.u78:Artur-J-G4535:765.919-769.574:trans=smooth; Artur-J-Gvecg-P580006.u79:Artur-J-G4529:765.919-769.574:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	""" To že zdavnej ni res , Ja ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8695	281731	281748	16	2	0.688	yes	Artur-J-G4529:11; Artur-J-G4535:5	Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-); Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska)	Artur-J-Gvecg-P580006.u109:11; Artur-J-Gvecg-P580006.u110:5		Artur-J-Gvecg-P580006	no	1-11:Artur-J-G4529(Artur-J-Gvecg-P580006.u109); 12-16:Artur-J-G4535(Artur-J-Gvecg-P580006.u110)	Artur-J-Gvecg-P580006.u109:Artur-J-G4529:1148.252-1156.246; Artur-J-Gvecg-P580006.u110:Artur-J-G4535:1156.246-1164.993:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	nekako tridəsət let oziroma , kot smo se prejle pogovarjali , Še kakšno leto več .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8697	281756	281790	33	2	0.939	yes	Artur-J-G4535:31; Artur-J-G4529:2	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u112:31; Artur-J-Gvecg-P580006.u113:2		Artur-J-Gvecg-P580006	no	1-31:Artur-J-G4535(Artur-J-Gvecg-P580006.u112); 32-33:Artur-J-G4529(Artur-J-Gvecg-P580006.u113)	Artur-J-Gvecg-P580006.u112:Artur-J-G4535:1156.246-1164.993:trans=overlap; Artur-J-Gvecg-P580006.u113:Artur-J-G4529:1156.246-1164.993:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	"eee , namrəč , jəs se spomnim , da so nam govorili : "" Kmalu bo pa nova telovadnica "" , "" in to je že kər neki let nazaj , Ja ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8703	281899	281910	10	2	0.900	yes	Artur-J-G4529:9; Artur-J-G4535:1	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u116:9; Artur-J-Gvecg-P580006.u115:1		Artur-J-Gvecg-P580006	no	1:Artur-J-G4535(Artur-J-Gvecg-P580006.u115); 2-10:Artur-J-G4529(Artur-J-Gvecg-P580006.u116)	Artur-J-Gvecg-P580006.u115:Artur-J-G4535:1168.989-1189.576; Artur-J-Gvecg-P580006.u116:Artur-J-G4529:1189.576-1191.858:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	""" Pa je prišla tista pomlad , a ne ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8732	282778	282806	27	2	0.852	yes	Artur-J-G4535:23; Artur-J-G4529:4	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u133:23; Artur-J-Gvecg-P580006.u134:4		Artur-J-Gvecg-P580006	no	1-23:Artur-J-G4535(Artur-J-Gvecg-P580006.u133); 24-27:Artur-J-G4529(Artur-J-Gvecg-P580006.u134)	Artur-J-Gvecg-P580006.u133:Artur-J-G4535:1407.518-1471.150; Artur-J-Gvecg-P580006.u134:Artur-J-G4529:1471.150-1473.841:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	""" In səvəda to je zelo res , ne , tu , v teh lepih kozjanskih vinogradniških krajih , ker tudi jəs imam Jih dobro poznate ?"
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8784	284182	284198	15	2	0.733	yes	Artur-J-G4535:11; Artur-J-G4529:4	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u164:11; Artur-J-Gvecg-P580006.u165:4		Artur-J-Gvecg-P580006	no	1-11:Artur-J-G4535(Artur-J-Gvecg-P580006.u164); 12-15:Artur-J-G4529(Artur-J-Gvecg-P580006.u165)	Artur-J-Gvecg-P580006.u164:Artur-J-G4535:1866.698-1871.016:trans=smooth; Artur-J-Gvecg-P580006.u165:Artur-J-G4529:1866.698-1871.016:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	no , imam dve hčerki , səvəda že krepko odrasli , Po šoli boste .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580006	Artur-J-Gvecg-P580006.resegsent8787	284374	284403	28	2	0.821	yes	Artur-J-G4535:23; Artur-J-G4529:5	Artur-J-G4535(SEX=moški, AGE=nad 60 let, EDUCATION=fakulteta ali več, PERM-RESD=savinjska); Artur-J-G4529(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=-)	Artur-J-Gvecg-P580006.u168:23; Artur-J-Gvecg-P580006.u169:5		Artur-J-Gvecg-P580006	no	1-23:Artur-J-G4535(Artur-J-Gvecg-P580006.u168); 24-28:Artur-J-G4529(Artur-J-Gvecg-P580006.u169)	Artur-J-Gvecg-P580006.u168:Artur-J-G4535:1926.860-1933.780; Artur-J-Gvecg-P580006.u169:Artur-J-G4529:1933.780-1938.462:trans=smooth	omit sentence-level speaker_id; use suggested_speaker_segments	hvala lepa , səm zelo počaščen in vesel , da ste me povabili na Štajerski val , po srcu səm Štajerc tudi , In malo tudi Kozjanc .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580009	Artur-J-Gvecg-P580009.resegsent9215	295600	295620	19	2	0.947	yes	Artur-J-G4539:18; Artur-J-G4538:1	Artur-J-G4538(SEX=moški, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4539(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580009.u44:18; Artur-J-Gvecg-P580009.u43:1		Artur-J-Gvecg-P580009	no	1:Artur-J-G4538(Artur-J-Gvecg-P580009.u43); 2-19:Artur-J-G4539(Artur-J-Gvecg-P580009.u44)	Artur-J-Gvecg-P580009.u43:Artur-J-G4538:699.628-736.689; Artur-J-Gvecg-P580009.u44:Artur-J-G4539:736.689-745.286	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ampak ti kapitalski interesi , ne , to je zdej skorajda d… del sodobnega novinarstva , ne ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580010	Artur-J-Gvecg-P580010.resegsent9280	297500	297509	8	2	0.875	yes	Artur-J-G4540:7; Artur-J-G4539:1	Artur-J-G4539(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4540(SEX=moški, AGE=-, EDUCATION=-, PERM-RESD=savinjska)	Artur-J-Gvecg-P580010.u13:7; Artur-J-Gvecg-P580010.u12:1		Artur-J-Gvecg-P580010	no	1:Artur-J-G4539(Artur-J-Gvecg-P580010.u12); 2-8:Artur-J-G4540(Artur-J-Gvecg-P580010.u13)	Artur-J-Gvecg-P580010.u12:Artur-J-G4539:110.203-125.590; Artur-J-Gvecg-P580010.u13:Artur-J-G4540:125.590-127.512	omit sentence-level speaker_id; use suggested_speaker_segments	""" Korošica se je zgodila že prej ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580010	Artur-J-Gvecg-P580010.resegsent9449	301633	301655	21	2	0.714	yes	Artur-J-G4540:15; Artur-J-G4539:6	Artur-J-G4539(SEX=ženski, AGE=30 do 59 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4540(SEX=moški, AGE=-, EDUCATION=-, PERM-RESD=savinjska)	Artur-J-Gvecg-P580010.u112:15; Artur-J-Gvecg-P580010.u111:6		Artur-J-Gvecg-P580010	no	1-6:Artur-J-G4539(Artur-J-Gvecg-P580010.u111); 7-21:Artur-J-G4540(Artur-J-Gvecg-P580010.u112)	Artur-J-Gvecg-P580010.u111:Artur-J-G4539:1242.027-1244.021; Artur-J-Gvecg-P580010.u112:Artur-J-G4540:1244.021-1249.601	omit sentence-level speaker_id; use suggested_speaker_segments	, izziv za naslednja leta , Trenutno me še bol vleče plezarija kot pa hoja po teh dvatisočakih , no .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9712	308182	308197	14	2	0.857	yes	Artur-J-G4531:12; Artur-J-G4542:2	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska)	Artur-J-Gvecg-P580012.u46:12; Artur-J-Gvecg-P580012.u47:2		Artur-J-Gvecg-P580012	no	1-12:Artur-J-G4531(Artur-J-Gvecg-P580012.u46); 13-14:Artur-J-G4542(Artur-J-Gvecg-P580012.u47)	Artur-J-Gvecg-P580012.u46:Artur-J-G4531:352.457-356.862; Artur-J-Gvecg-P580012.u47:Artur-J-G4542:356.862-357.267	omit sentence-level speaker_id; use suggested_speaker_segments	v šestəm razredu so te skoraj spet selili v drugo šolo , Mhm .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9717	308268	308280	11	2	0.636	yes	Artur-J-G4542:7; Artur-J-G4531:4	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580012.u53:7; Artur-J-Gvecg-P580012.u54:4		Artur-J-Gvecg-P580012	no	1-7:Artur-J-G4542(Artur-J-Gvecg-P580012.u53); 8-11:Artur-J-G4531(Artur-J-Gvecg-P580012.u54)	Artur-J-Gvecg-P580012.u53:Artur-J-G4542:370.587-372.962:trans=smooth; Artur-J-Gvecg-P580012.u54:Artur-J-G4531:370.587-372.962:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	ker konc koncəv smo bli v Sloveniji A , takrat .
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9722	308444	308471	26	2	0.962	yes	Artur-J-G4531:25; Artur-J-G4542:1	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580012.u56:25; Artur-J-Gvecg-P580012.u55:1		Artur-J-Gvecg-P580012	no	1:Artur-J-G4542(Artur-J-Gvecg-P580012.u55); 2-26:Artur-J-G4531(Artur-J-Gvecg-P580012.u56)	Artur-J-Gvecg-P580012.u55:Artur-J-G4542:372.962-408.057; Artur-J-Gvecg-P580012.u56:Artur-J-G4531:408.057-417.387	omit sentence-level speaker_id; use suggested_speaker_segments	""" Vojne je konəc , Denis Avdič naj bi se vrnil v Bosno , toda o tem po skladbi Ako ima Boga skupine Bijelo dugme ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9725	308493	308500	6	2	0.833	yes	Artur-J-G4542:5; Artur-J-G4531:1	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska)	Artur-J-Gvecg-P580012.u60:5; Artur-J-Gvecg-P580012.u59:1		Artur-J-Gvecg-P580012	no	1:Artur-J-G4531(Artur-J-Gvecg-P580012.u59); 2-6:Artur-J-G4542(Artur-J-Gvecg-P580012.u60)	Artur-J-Gvecg-P580012.u59:Artur-J-G4531:421.324-424.660; Artur-J-Gvecg-P580012.u60:Artur-J-G4542:424.660-447.898	omit sentence-level speaker_id; use suggested_speaker_segments	""" Ja , səm se ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9739	308827	308831	3	2	0.667	yes	Artur-J-G4531:2; Artur-J-G4542:1	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580012.u65:2; Artur-J-Gvecg-P580012.u64:1		Artur-J-Gvecg-P580012	no	1:Artur-J-G4542(Artur-J-Gvecg-P580012.u64); 2-3:Artur-J-G4531(Artur-J-Gvecg-P580012.u65)	Artur-J-Gvecg-P580012.u64:Artur-J-G4542:477.992-507.803; Artur-J-Gvecg-P580012.u65:Artur-J-G4531:507.803-508.309	omit sentence-level speaker_id; use suggested_speaker_segments	""" Mhm ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9814	310080	310084	3	2	0.667	yes	Artur-J-G4531:2; Artur-J-G4542:1	Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska); Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska)	Artur-J-Gvecg-P580012.u107:2; Artur-J-Gvecg-P580012.u106:1		Artur-J-Gvecg-P580012	no	1:Artur-J-G4542(Artur-J-Gvecg-P580012.u106); 2-3:Artur-J-G4531(Artur-J-Gvecg-P580012.u107)	Artur-J-Gvecg-P580012.u106:Artur-J-G4542:1039.508-1049.130; Artur-J-Gvecg-P580012.u107:Artur-J-G4531:1049.130-1061.207	omit sentence-level speaker_id; use suggested_speaker_segments	""" Mhm ."
Artur-J	multiple_known_speakers	Artur-J-Gvecg-P580012	Artur-J-Gvecg-P580012.resegsent9818	310136	310156	19	2	0.632	yes	Artur-J-G4531:12; Artur-J-G4542:7	Artur-J-G4531(SEX=ženski, AGE=nad 60 let, EDUCATION=višja ali visoka šola, PERM-RESD=savinjska); Artur-J-G4542(SEX=moški, AGE=30 do 59 let, EDUCATION=srednja šola, PERM-RESD=osrednjeslovenska)	Artur-J-Gvecg-P580012.u109:7; Artur-J-Gvecg-P580012.u110:7; Artur-J-Gvecg-P580012.u111:5		Artur-J-Gvecg-P580012	no	1-7:Artur-J-G4531(Artur-J-Gvecg-P580012.u109); 8-14:Artur-J-G4542(Artur-J-Gvecg-P580012.u110); 15-19:Artur-J-G4531(Artur-J-Gvecg-P580012.u111)	Artur-J-Gvecg-P580012.u109:Artur-J-G4531:1064.926-1066.930; Artur-J-Gvecg-P580012.u110:Artur-J-G4542:1066.930-1068.630:trans=smooth; Artur-J-Gvecg-P580012.u111:Artur-J-G4531:1066.930-1068.630:trans=overlap	omit sentence-level speaker_id; use suggested_speaker_segments	bravo , bravo , še en poklon To je bla res neverjetna številka , in čestitke , ja .
